pl_name,hostname,disc_year,pl_rade,pl_orbper,pl_orbsmax,st_teff,habitable
K2-141 c,K2-141,2018.0,7.0,7.7485,0.0683,4570.0,0
K2-147 b,K2-147,2018.0,1.47286006,0.961939,0.01575,3690.0,0
K2-148 b,K2-148,2018.0,1.33,4.38395,0.0454,4079.0,0
K2-148 c,K2-148,2018.0,1.73,6.9226,0.0616,4079.0,0
K2-148 d,K2-148,2018.0,1.64,9.7579,0.0774,4079.0,0
K2-149 b,K2-149,2018.0,1.64,11.332,0.083,3745.0,0
K2-15 b,K2-15,2015.0,2.48,11.8104,0.091,5131.0,0
K2-150 b,K2-150,2018.0,2.0,10.59357,0.0727,3499.0,0
K2-151 b,K2-151,2018.0,1.49,3.835476,0.0373,3695.0,0
K2-152 b,K2-152,2018.0,2.29,32.6479,0.1716,4044.0,0
K2-153 b,K2-153,2018.0,2.0,7.51574,0.0614,3845.0,0
K2-154 b,K2-154,2018.0,1.99,3.67626,0.0405,4097.0,0
K2-154 c,K2-154,2018.0,2.07,7.95486,0.0677,4097.0,0
K2-155 b,K2-155,2018.0,1.8,6.342,0.0562,4258.0,0
K2-155 c,K2-155,2018.0,2.6,13.85,0.0946,4258.0,0
K2-155 d,K2-155,2018.0,1.9,40.718,0.1937,4258.0,0
K2-157 b,K2-157,2018.0,0.935,0.3652575,0.00962,5334.0,0
K2-158 b,K2-158,2018.0,2.64,10.06049,0.0887,5503.0,0
K2-158 c,K2-158,2018.0,1.28,5.90279,0.0622,5503.0,0
K2-159 b,K2-159,2018.0,2.26,12.42205,0.1013,5425.0,0
K2-16 b,K2-16,2015.0,2.02,7.6188,0.0667,4742.0,0
K2-16 c,K2-16,2015.0,2.54,19.07863,0.1229,4742.0,0
K2-162 b,K2-162,2018.0,1.44,9.45889,0.0795,4842.0,0
K2-166 b,K2-166,2018.0,2.19,8.52695,0.0858,5960.0,0
K2-167 b,K2-167,2018.0,2.36509493,9.978541,0.0932,6310.0,0
K2-17 b,K2-17,2015.0,2.23,17.96753,0.119,4320.0,0
K2-174 b,K2-174,2018.0,2.6,19.562307,0.126,4455.0,0
K2-18 b,K2-18,2015.0,2.37,32.939623,0.1429,3457.0,0
K2-180 b,K2-180,2018.0,2.46597575,8.865663,0.0756,5365.0,0
K2-182 b,K2-182,2018.0,2.71257333,4.7369696,0.05174,5128.0,0
K2-184 b,K2-184,2018.0,1.47,16.9780102,0.1685,5245.0,0
K2-188 b,K2-188,2018.0,1.35,1.742169,0.0289,5977.0,0
K2-188 c,K2-188,2018.0,2.83,7.810253,0.0785,5977.0,0
K2-19 d,K2-19,2016.0,1.044,2.50827,0.03478,5350.0,0
K2-192 b,K2-192,2018.0,1.52,4.162817,0.049,5222.0,0
K2-193 b,K2-193,2018.0,3.95,14.786889,0.1184,5817.0,0
K2-195 b,K2-195,2018.0,3.13,15.852975,0.1208,5713.0,0
K2-197 b,K2-197,2018.0,2.56,8.357881,0.0806,5667.0,0
K2-199 b,K2-199,2018.0,1.73,3.2253993,0.0382,4491.0,0
K2-199 c,K2-199,2018.0,2.85,7.3744897,0.0662,4491.0,0
K2-203 b,K2-203,2018.0,1.26549392,9.6952,0.0824,5026.0,0
K2-204 b,K2-204,2018.0,3.17214154,7.055908,0.0738,5783.0,0
K2-208 b,K2-208,2018.0,1.67462172,4.19097,0.04878,5500.0,0
K2-21 b,K2-21,2015.0,1.84,9.325038,0.076,4222.06,0
K2-21 c,K2-21,2015.0,2.49,15.50192,0.107,4222.06,0
K2-211 b,K2-211,2018.0,1.33162691,0.669561,0.01419,5117.0,0
K2-216 b,K2-216,2018.0,1.75,2.1748,0.028,4503.0,0
K2-222 b,K2-222,2018.0,2.275,15.3889274,0.1186,5942.0,0
K2-224 b,K2-224,2018.0,1.56,4.47904,0.0516,5620.0,0
K2-224 c,K2-224,2018.0,2.41,10.09489,0.0886,5620.0,0
K2-225 b,K2-225,2018.0,3.60929179,15.8723,0.1409,5520.0,0
K2-226 b,K2-226,2018.0,1.53899305,3.27109,0.04095,5288.0,0
K2-228 b,K2-228,2018.0,1.21,2.69828,0.0338,4715.0,0
K2-229 c,K2-229,2018.0,2.03,8.32727,0.0769,5315.0,0
K2-230 b,K2-230,2018.0,1.96,2.86041,0.0409,5945.0,0
K2-232 b,K2-232,2018.0,11.209,11.168454,0.10356,6154.0,0
K2-233 b,K2-233,2018.0,1.315,2.467583,0.03293,4796.0,0
K2-233 c,K2-233,2018.0,1.272,7.06024,0.0664,4796.0,0
K2-233 d,K2-233,2018.0,2.363,24.3681,0.1516,4796.0,0
K2-237 b,K2-237,2018.0,16.06246934,2.18053332,0.03552,6180.0,0
K2-238 b,K2-238,2018.0,14.5717,3.20466,0.046,5630.0,0
K2-239 b,K2-239,2018.0,1.1,5.24,0.0441,3420.0,0
K2-239 c,K2-239,2018.0,1.0,7.775,0.0576,3420.0,0
K2-239 d,K2-239,2018.0,1.1,10.115,0.0685,3420.0,0
K2-240 b,K2-240,2018.0,2.0,6.034,0.0513,3810.0,0
K2-240 c,K2-240,2018.0,1.8,20.523,0.1159,3810.0,0
K2-241 b,K2-241,2018.0,2.55,26.8199,0.1567,5262.0,0
K2-242 b,K2-242,2018.0,2.54,6.51389,0.0494,3459.0,0
K2-243 b,K2-243,2018.0,2.17,11.54182,0.1087,6570.0,0
K2-243 c,K2-243,2018.0,2.01,24.94598,0.1817,6570.0,0
K2-244 b,K2-244,2018.0,1.75,21.06884,0.1418,5677.0,0
K2-245 b,K2-245,2018.0,4.34,11.89307,0.0959,5793.0,0
K2-246 b,K2-246,2018.0,3.49,5.76918,0.0602,5610.0,0
K2-247 b,K2-247,2018.0,2.12,2.25021,0.0304,4667.0,0
K2-247 c,K2-247,2018.0,2.19,6.49424,0.0615,4667.0,0
K2-248 b,K2-248,2018.0,2.57,7.17256,0.0699,5528.0,0
K2-249 b,K2-249,2018.0,2.79,12.409,0.1151,6504.0,0
K2-25 b,K2-25,2015.0,3.44,3.48456408,0.0287,3207.0,0
K2-250 b,K2-250,2018.0,2.71257333,4.01392,0.04606,5003.0,0
K2-251 b,K2-251,2018.0,2.35,9.30075,0.0694,3717.0,0
K2-252 b,K2-252,2018.0,1.74,13.81513,0.1041,5152.0,0
K2-253 b,K2-253,2018.0,12.67,4.00167,0.0506,6027.0,0
K2-254 b,K2-254,2018.0,1.63,4.09639,0.0448,4629.0,0
K2-254 c,K2-254,2018.0,2.19,12.11839,0.0923,4629.0,0
K2-255 b,K2-255,2018.0,2.9,1.96417,0.0274,4676.0,0
K2-257 b,K2-257,2018.0,0.83,1.60588,0.0216,3725.0,0
K2-258 b,K2-258,2018.0,3.0,19.0921,0.149,6351.0,0
K2-259 b,K2-259,2018.0,2.32,15.48043,0.1271,6059.0,0
K2-26 b,K2-26,2016.0,2.67,14.5665,0.0962,3785.0,0
K2-260 b,K2-260,2018.0,18.41635529,2.62669762,0.04392,6860.0,0
K2-261 b,K2-261,2018.0,9.26982704,11.6334681,0.1086,5490.0,0
K2-263 b,K2-263,2018.0,2.513,50.819172,0.2573,5368.0,0
K2-264 b,K2-264,2018.0,2.231,5.840002,0.05023,3660.0,0
K2-264 c,K2-264,2018.0,2.668,19.660302,0.11283,3660.0,0
K2-265 b,K2-265,2018.0,1.70824866,2.36902,0.03359,5420.0,0
K2-266 b,K2-266,2018.0,3.3,0.658524,0.01306,4285.0,0
K2-266 c,K2-266,2018.0,0.705,7.814,0.0679,4285.0,0
K2-266 d,K2-266,2018.0,2.93,14.697,0.1035,4285.0,0
K2-266 e,K2-266,2018.0,2.73,19.482,0.1249,4285.0,0
K2-269 b,K2-269,2018.0,1.57,4.144965,0.0531,6209.0,0
K2-270 b,K2-270,2018.0,1.38,1.543069,0.0247,4877.0,0
K2-270 c,K2-270,2018.0,2.95,4.400028,0.0497,4877.0,0
K2-271 b,K2-271,2018.0,7.28,8.562421,0.077,5644.0,0
K2-272 b,K2-272,2018.0,3.13,14.4536756,0.1007,5397.0,0
K2-273 b,K2-273,2018.0,3.05,11.7195663,0.0729,5161.0,0
K2-274 b,K2-274,2018.0,2.08,14.1330314,0.0964,5044.0,0
K2-275 b,K2-275,2018.0,2.34,3.2809626,0.0277,4841.0,0
K2-275 c,K2-275,2018.0,2.21,8.4388385,0.0881,4841.0,0
K2-276 b,K2-276,2018.0,3.77,18.718269,0.1291,5139.0,0
K2-277 b,K2-277,2018.0,2.18575124,6.326768,0.0664,5680.0,0
K2-278 b,K2-278,2018.0,2.98,3.334966,0.0488,6747.0,0
K2-279 b,K2-279,2018.0,1.21,7.122605,0.067,5558.0,0
K2-28 b,K2-28,2016.0,2.32,2.260455,0.0214,3214.0,0
K2-280 b,K2-280,2018.0,7.5,19.89526,0.1461,5500.0,0
K2-281 b,K2-281,2018.0,8.18,8.687721,0.0773,4812.0,0
K2-283 b,K2-283,2018.0,3.52,1.921036,0.0291,5060.0,0
K2-284 b,K2-284,2018.0,2.78,4.795069,0.04771,4140.0,0
K2-285 b,K2-285,2018.0,2.59,3.471745,0.03817,4975.0,0
K2-285 c,K2-285,2018.0,3.53,7.138048,0.0824,4975.0,0
K2-285 d,K2-285,2018.0,2.48,10.45582,0.1178,4975.0,0
K2-285 e,K2-285,2018.0,1.95,14.76289,0.18041,4975.0,0
K2-286 b,K2-286,2018.0,2.1,27.359,0.1768,3926.0,0
K2-287 b,K2-287,2018.0,9.494023,14.893291,0.1206,5695.0,0
K2-288 B b,K2-288 B,2018.0,1.9,31.393463,0.164,3341.0,0
K2-289 b,K2-289,2019.0,9.1,13.156969,0.107,5529.0,0
K2-29 b,K2-29,2016.0,13.33871,3.2588321,0.04217,5358.0,0
K2-290 b,K2-290,2019.0,3.06,9.21165,0.0923,6302.0,0
K2-290 c,K2-290,2019.0,11.276254,48.36685,0.305,6302.0,0
K2-291 b,K2-291,2019.0,1.589,2.225177,0.03261,5520.0,0
K2-292 b,K2-292,2019.0,2.63,16.9841,0.13,5725.0,0
K2-295 b,K2-295,2018.0,10.054473,4.024867,0.0451,4444.0,0
K2-3 b,K2-3,2015.0,2.078,10.0546535,0.0747,3844.0,0
K2-3 c,K2-3,2015.0,1.582,24.646729,0.1357,3844.0,0
K2-3 d,K2-3,2015.0,1.458,44.55603,0.2014,3844.0,0
K2-30 b,K2-30,2016.0,11.646151,4.098503,0.04839,5425.0,0
K2-31 b,K2-31,2016.0,11.88154,1.25785,0.022,5280.0,0
K2-316 b,K2-316,2020.0,1.33,1.133,0.0147,3436.0,0
K2-316 c,K2-316,2020.0,1.83,5.26,0.0582,3436.0,0
K2-317 b,K2-317,2020.0,2.93,6.22,0.0542,3387.0,0
K2-318 b,K2-318,2020.0,1.66,7.01,0.0911,3851.0,0
K2-319 b,K2-319,2020.0,2.79,26.68,0.1516,5440.0,0
K2-32 b,K2-32,2016.0,5.299,8.992,0.0795,5271.0,0
K2-32 c,K2-32,2016.0,3.134,20.66093,0.13843,5271.0,0
K2-32 d,K2-32,2016.0,3.484,31.71701,0.18422,5271.0,0
K2-32 e,K2-32,2019.0,1.212,4.34934,0.04899,5271.0,0
K2-320 b,K2-320,2020.0,2.62,1.995,0.0142,3157.0,0
K2-321 b,K2-321,2020.0,2.05124347,2.2979749,0.02839,3750.0,0
K2-322 b,K2-322,2020.0,1.92,8.205,0.0594,4141.0,0
K2-323 b,K2-323,2020.0,2.1,24.93,0.1275,3710.0,0
K2-324 b,K2-324,2020.0,2.43,3.262,0.0331,3752.0,0
K2-325 b,K2-325,2020.0,2.2,6.93,0.0419,3287.0,0
K2-326 b,K2-326,2020.0,2.28,1.256,0.0198,3924.0,0
K2-329 b,K2-329,2020.0,8.675766,12.4551225,0.1016,5282.0,0
K2-34 b,K2-34,2016.0,13.75,2.9956348,0.0442,6168.0,0
K2-35 b,K2-35,2016.0,1.32,2.399964,0.031,4402.71,0
K2-35 c,K2-35,2016.0,1.93,5.608352,0.055,4402.71,0
K2-355 b,K2-355,2021.0,2.25,5.7385647,0.0632,5790.0,0
K2-356 b,K2-356,2021.0,2.29,21.0267366,0.1599,5568.0,0
K2-357 b,K2-357,2021.0,3.72,16.3488637,0.145,5794.0,0
K2-358 b,K2-358,2021.0,2.68,11.2510285,0.0863,5650.0,0
K2-36 b,K2-36,2016.0,1.43,1.422614,0.02288,4916.0,0
K2-36 c,K2-36,2016.0,3.2,5.340888,0.05528,4916.0,0
K2-370 b,K2-370,2022.0,2.67,2.1408093,0.0321,5662.0,0
K2-38 b,K2-38,2016.0,1.54,4.01593,0.04994,5731.0,0
K2-38 c,K2-38,2016.0,2.29,10.56103,0.09514,5731.0,0
K2-4 b,K2-4,2015.0,2.1,10.003417,0.078,4014.73,0
K2-411 b,K2-411,2022.0,0.9898,3.2141,0.0511,5711.0,0
K2-412 b,K2-412,2022.0,2.116,5.9382,0.0586,5590.0,0
K2-413 b,K2-413,2022.0,0.7599,0.8094,0.0117,4116.0,0
K2-413 c,K2-413,2022.0,1.2327,5.3301,0.0426,4116.0,0
K2-414 b,K2-414,2022.0,1.219,4.3696,0.0487,4343.0,0
K2-414 c,K2-414,2022.0,1.9287,6.669,0.0552,4343.0,0
K2-415 b,K2-415,2023.0,1.015,4.0179694,0.027,3173.0,0
K2-416 b,K2-416,2023.0,2.66,13.102,0.088,3746.0,0
K2-417 b,K2-417,2023.0,3.31,6.535,0.063,3861.0,0
K2-419 A b,K2-419 A,2024.0,10.55,20.35847252,0.1208,3711.0,0
K2-42 b,K2-42,2016.0,2.15,6.68796,0.0617,4613.0,0
K2-44 b,K2-44,2016.0,2.433,5.657,0.06,5912.0,0
K2-45 b,K2-45,2016.0,6.71,1.7292684,0.0224,4103.0,0
K2-46 b,K2-46,2016.0,2.05,19.1541,0.13821,6256.0,0
K2-47 b,K2-47,2016.0,1.89,31.6372,0.1779,5054.0,0
K2-48 b,K2-48,2016.0,2.24,20.5065,0.1344,4899.0,0
K2-49 b,K2-49,2016.0,1.93,2.77065,0.0309,4175.0,0
K2-5 b,K2-5,2015.0,1.91,5.73594,0.0532,3930.0,0
K2-5 c,K2-5,2015.0,2.26,10.93241,0.0818,3930.0,0
K2-50 b,K2-50,2016.0,1.59,8.7529,0.0705,4326.0,0
K2-52 b,K2-52,2016.0,18.0,3.535055,0.054,7147.0,0
K2-53 b,K2-53,2016.0,2.6,12.20772,0.098,5263.0,0
K2-54 b,K2-54,2016.0,2.6116925,9.7833,0.0761,3990.0,0
K2-57 b,K2-57,2016.0,2.30905002,9.0073,0.0752,4413.0,0
K2-58 b,K2-58,2016.0,2.68,7.05254,0.0692,5413.0,0
K2-58 c,K2-58,2016.0,1.62,2.53726,0.035,5413.0,0
K2-58 d,K2-58,2016.0,1.71,22.8827,0.1517,5413.0,0
K2-59 b,K2-59,2016.0,2.41,20.6921,0.1354,5055.0,0
K2-59 c,K2-59,2016.0,2.3,11.2954,0.0905,5055.0,0
K2-6 b,K2-6,2015.0,2.5,30.94191,0.1898,5850.0,0
K2-60 b,K2-60,2016.0,7.655747,3.00265,0.045,5500.0,0
K2-63 b,K2-63,2016.0,3.22,20.257,0.1627,6771.0,0
K2-63 c,K2-63,2016.0,3.9,25.4556,0.189,6771.0,0
K2-64 b,K2-64,2016.0,2.07,6.53044,0.0619,5312.0,0
K2-65 b,K2-65,2016.0,1.58,12.6475,0.1014,5213.0,0
K2-66 b,K2-66,2016.0,2.49,5.06963,0.05983,5887.0,0
K2-68 b,K2-68,2016.0,1.58,8.05428,0.0708,4746.0,0
K2-69 b,K2-69,2016.0,2.32,7.06599,0.0591,4127.0,0
K2-7 b,K2-7,2015.0,4.03523305,28.6781,0.1867,5700.0,0
K2-70 b,K2-70,2016.0,2.89,13.97896,0.1112,5622.0,0
K2-71 b,K2-71,2016.0,2.15,6.98541,0.0559,4006.0,0
K2-72 b,K2-72,2016.0,1.08,5.577212,0.04,3360.47,0
K2-72 c,K2-72,2016.0,1.16,15.189034,0.078,3360.47,0
K2-72 d,K2-72,2016.0,1.01,7.760178,0.05,3360.47,0
K2-72 e,K2-72,2016.0,1.29,24.158868,0.106,3360.47,0
K2-74 b,K2-74,2016.0,2.31,19.5666,0.1402,6060.0,0
K2-75 b,K2-75,2016.0,2.67,7.8142,0.081,5995.0,0
K2-75 c,K2-75,2016.0,2.77,18.311,0.1429,5995.0,0
K2-77 b,K2-77,2016.0,2.4996027,8.2000844,0.0753,5160.0,0
K2-79 b,K2-79,2016.0,4.15,10.995039,0.0987,5897.0,0
K2-8 b,K2-8,2015.0,3.58,10.35239,0.0856,4870.0,0
K2-8 c,K2-8,2016.0,2.41,5.06416,0.0532,4870.0,0
K2-80 b,K2-80,2016.0,2.01,19.0918,0.135,5441.0,0
K2-80 c,K2-80,2016.0,1.47,5.605,0.0596,5441.0,0
K2-81 b,K2-81,2016.0,1.97,6.102325,0.059,4674.13,0
K2-83 b,K2-83,2016.0,1.244,2.74697,0.03014,3910.0,0
K2-83 c,K2-83,2016.0,1.483,9.99767,0.07131,3910.0,0
K2-84 b,K2-84,2016.0,2.41,6.4215,0.0665,5652.0,0
K2-84 c,K2-84,2016.0,2.03,27.86,0.1768,5652.0,0
K2-86 b,K2-86,2016.0,1.96,8.77683,0.077,5482.0,0
K2-87 b,K2-87,2016.0,7.6,9.726618,0.094,5747.0,0
K2-88 b,K2-88,2016.0,1.23,4.6122,0.0345,3537.0,0
K2-89 b,K2-89,2016.0,0.615,1.096026,0.01462,3691.0,0
K2-9 b,K2-9,2015.0,2.25,18.4498,0.091,3390.0,0
K2-90 b,K2-90,2016.0,2.6,13.733314,0.096,4484.0,0
K2-90 c,K2-90,2016.0,1.3,2.900706,0.035,4421.98,0
K2-91 b,K2-91,2016.0,1.1,1.419549,0.0164,3622.0,0
K2-95 b,K2-95,2016.0,3.31,10.1346454,0.0525,3566.0,0
K2-97 b,K2-97,2016.0,13.45077684,8.407115,0.0854,4673.0,0
K2-98 b,K2-98,2016.0,5.06645928,10.1367349,0.0986,6260.0,0
K2-99 b,K2-99,2016.0,11.88151954,18.24783,0.153,6069.0,0
KELT-1 b,KELT-1,2012.0,12.442,1.217514,0.02466,6516.0,0
KELT-10 b,KELT-10,2016.0,15.681391,4.1662739,0.0525,5948.0,0
KELT-11 b,KELT-11,2017.0,15.13212395,4.73620865,0.0623,5375.0,0
KELT-12 b,KELT-12,2017.0,19.95202,5.031623,0.06708,6279.0,0
KELT-14 b,KELT-14,2016.0,19.537287,1.7100566,0.03005,5720.0,0
KELT-16 b,KELT-16,2017.0,15.860735,0.9689951,0.02044,6236.0,0
KELT-17 b,KELT-17,2016.0,17.093725,3.0801716,0.04881,7454.0,0
KELT-18 b,KELT-18,2017.0,17.59813,2.8717518,0.0455,6670.0,0
KELT-19 A b,KELT-19 A,2017.0,21.40919,4.6117093,0.0637,7500.0,0
KELT-20 b,KELT-20,2017.0,19.514869,3.4741085,0.0542,8720.0,0
KELT-21 b,KELT-21,2018.0,17.777474,3.6127647,0.05224,7598.0,0
KELT-23 A b,KELT-23 A,2019.0,14.829507,2.255251,0.03302,5899.0,0
KELT-24 b,KELT-24,2019.0,12.71098411,5.55149296,0.0665,6426.0,0
KELT-4 A b,KELT-4 A,2016.0,19.044091,2.9895932,0.04317,6206.0,0
KELT-9 b,KELT-9,2017.0,21.196219,1.4811235,0.03462,10170.0,0
KOI-1257 b,KOI-1257,2014.0,10.54,86.647661,0.382,5520.0,0
KOI-13 b,KOI-13,2011.0,16.948008,1.763588,0.03641,7650.0,0
KOI-134 b,KOI-134,2025.0,12.03844527,67.1277,0.363,6160.0,0
KOI-217 b,KOI-217,2010.0,12.442,3.90512,0.0477,5545.0,0
KOI-2513.01,KOI-2513,2023.0,2.80224517,19.00547,0.5,5900.0,0
KOI-351 b,KOI-351,2013.0,1.31,7.008151,0.074,6080.0,0
KOI-351 c,KOI-351,2013.0,1.19,8.719375,0.089,6080.0,0
KOI-351 d,KOI-351,2013.0,2.87,59.73667,0.32,6080.0,0
KOI-351 e,KOI-351,2013.0,2.66,91.93913,0.42,6080.0,0
KOI-351 f,KOI-351,2013.0,2.88,124.9144,0.48,6080.0,0
KOI-3680 b,KOI-3680,2018.0,11.09691,141.241671,0.534,5830.0,0
KOI-4777.01,KOI-4777,2022.0,0.51,0.412,0.008,3515.0,0
KOI-55 b,KOI-55,2011.0,0.759,0.240104,0.006,27730.0,0
KOI-55 c,KOI-55,2011.0,0.867,0.342887,0.0076,27730.0,0
KOI-94 b,KOI-94,2013.0,1.71,3.743208,0.05119,6182.0,0
KOI-94 c,KOI-94,2013.0,4.32,10.423648,0.1013,6182.0,0
KOI-94 d,KOI-94,2013.0,11.27,22.342989,0.1684,6182.0,0
KOI-94 e,KOI-94,2013.0,6.56,54.32031,0.3046,6182.0,0
KOI-984 b,KOI-984,2022.0,4.3,4.2881785,0.0504,5295.0,0
KPS-1 b,KPS-1,2018.0,11.54527,1.706291,0.0269,5165.0,0
Kepler-10 b,Kepler-10,2011.0,1.47,0.8374907,0.01685,5708.0,0
Kepler-10 c,Kepler-10,2011.0,2.355,45.294301,0.241,5708.0,0
Kepler-101 b,Kepler-101,2014.0,5.77,3.4876812,0.0474,5667.0,0
Kepler-101 c,Kepler-101,2014.0,1.25,6.02976,0.0684,5667.0,0
Kepler-102 b,Kepler-102,2014.0,0.46,5.286965,0.05521,4909.0,0
Kepler-102 c,Kepler-102,2014.0,0.567,7.071392,0.06702,4909.0,0
Kepler-102 d,Kepler-102,2014.0,1.154,10.311767,0.08618,4909.0,0
Kepler-102 e,Kepler-102,2013.0,2.17,16.1456994,0.1162,4909.0,0
Kepler-102 f,Kepler-102,2014.0,0.861,27.453592,0.1656,4909.0,0
Kepler-103 b,Kepler-103,2014.0,3.4857,15.9653287,0.133,6047.0,0
Kepler-103 c,Kepler-103,2014.0,5.4539,179.60978,0.6679,6047.0,0
Kepler-104 b,Kepler-104,2014.0,3.1,11.427548,0.094,5711.0,0
Kepler-104 c,Kepler-104,2014.0,3.13,23.668205,0.153,5711.0,0
Kepler-104 d,Kepler-104,2014.0,3.58,51.755394,0.257,5711.0,0
Kepler-1052 c,Kepler-1052,2023.0,2.3,180.921729,0.6135,5818.0,0
Kepler-107 b,Kepler-107,2014.0,1.536,3.1800218,0.04544,5854.0,0
Kepler-107 c,Kepler-107,2014.0,1.597,4.901452,0.06064,5854.0,0
Kepler-107 d,Kepler-107,2014.0,0.86,7.95839,0.08377,5854.0,0
Kepler-107 e,Kepler-107,2014.0,2.903,14.749143,0.12638,5854.0,0
Kepler-108 b,Kepler-108,2014.0,8.65,49.183921,0.292,5854.0,0
Kepler-108 c,Kepler-108,2014.0,8.18,190.323494,0.721,5854.0,0
Kepler-109 b,Kepler-109,2014.0,2.49,6.4816307,0.0701,5950.0,0
Kepler-109 c,Kepler-109,2014.0,2.65,21.22265,0.1546,5950.0,0
Kepler-11 b,Kepler-11,2010.0,1.8,10.3039,0.091,5663.0,0
Kepler-11 c,Kepler-11,2010.0,2.87,13.0241,0.107,5663.0,0
Kepler-11 d,Kepler-11,2010.0,3.12,22.6845,0.155,5663.0,0
Kepler-11 e,Kepler-11,2010.0,4.19,31.9996,0.195,5663.0,0
Kepler-11 f,Kepler-11,2010.0,2.49,46.6888,0.25,5663.0,0
Kepler-11 g,Kepler-11,2010.0,3.33,118.3807,0.466,5663.0,0
Kepler-110 b,Kepler-110,2014.0,1.83,12.691112,0.107,5960.0,0
Kepler-110 c,Kepler-110,2014.0,2.21,31.719775,0.198,5960.0,0
Kepler-111 b,Kepler-111,2014.0,1.58,3.341815,0.046,5952.0,0
Kepler-111 c,Kepler-111,2014.0,7.0840758,224.77833,0.751,5914.0,0
Kepler-112 b,Kepler-112,2014.0,2.36,8.408878,0.076,5544.0,0
Kepler-112 c,Kepler-112,2014.0,2.4,28.574263,0.172,5544.0,0
Kepler-1126 c,Kepler-1126,2023.0,1.45,199.66876,0.6193,5678.0,0
Kepler-114 b,Kepler-114,2014.0,1.26,5.188549,0.053,4605.0,0
Kepler-115 b,Kepler-115,2014.0,1.09,2.403679,0.036,5979.0,0
Kepler-115 c,Kepler-115,2014.0,2.6,8.990889,0.087,5979.0,0
Kepler-116 b,Kepler-116,2014.0,3.42,5.968734,0.069,6142.0,0
Kepler-116 c,Kepler-116,2014.0,2.3,13.07163,0.116,6142.0,0
Kepler-1162 c,Kepler-1162,2023.0,1.81,59.284064,0.2832,5225.0,0
Kepler-117 b,Kepler-117,2014.0,8.059,18.7959228,0.1445,6150.0,0
Kepler-117 c,Kepler-117,2014.0,12.341,50.790391,0.2804,6150.0,0
Kepler-118 b,Kepler-118,2014.0,1.96,7.518496,0.073,5274.0,0
Kepler-118 c,Kepler-118,2014.0,7.68,20.17202,0.141,5274.0,0
Kepler-1181 c,Kepler-1181,2023.0,1.83,8.93484887,0.0928,6688.0,0
Kepler-119 b,Kepler-119,2014.0,3.6,2.422082,0.035,5595.0,0
Kepler-119 c,Kepler-119,2014.0,0.92,4.125103,0.049,5595.0,0
Kepler-12 b,Kepler-12,2011.0,19.660586,4.4379629,0.0553,5947.0,0
Kepler-120 b,Kepler-120,2014.0,2.15,6.312501,0.055,4096.0,0
Kepler-120 c,Kepler-120,2014.0,1.53,12.794585,0.088,4096.0,0
Kepler-121 b,Kepler-121,2014.0,2.34,3.177422,0.039,5311.0,0
Kepler-121 c,Kepler-121,2014.0,2.27,41.008011,0.216,5311.0,0
Kepler-122 b,Kepler-122,2014.0,2.34,5.766193,0.064,6050.0,0
Kepler-122 c,Kepler-122,2014.0,5.87,12.465988,0.108,6050.0,0
Kepler-122 d,Kepler-122,2014.0,2.2,21.587475,0.155,6050.0,0
Kepler-122 e,Kepler-122,2014.0,2.6,37.993273,0.227,6050.0,0
Kepler-123 b,Kepler-123,2014.0,2.94,17.232366,0.135,6089.0,0
Kepler-123 c,Kepler-123,2014.0,1.48,26.695074,0.181,6089.0,0
Kepler-124 b,Kepler-124,2014.0,0.73,3.410493,0.039,4984.0,0
Kepler-124 c,Kepler-124,2014.0,1.75,13.821375,0.1,4984.0,0
Kepler-124 d,Kepler-124,2014.0,1.11,30.950851,0.17,4984.0,0
Kepler-125 b,Kepler-125,2014.0,2.37,4.164389,0.041,3810.0,0
Kepler-125 c,Kepler-125,2014.0,0.74,5.774464,0.051,3810.0,0
Kepler-126 b,Kepler-126,2014.0,1.52,10.495711,0.099,6239.0,0
Kepler-126 c,Kepler-126,2014.0,1.58,21.869741,0.162,6239.0,0
Kepler-126 d,Kepler-126,2014.0,2.5,100.283134,0.448,6239.0,0
Kepler-127 b,Kepler-127,2014.0,1.4,14.435889,0.125,6106.0,0
Kepler-127 c,Kepler-127,2014.0,2.66,29.393195,0.2,6106.0,0
Kepler-127 d,Kepler-127,2014.0,2.64,48.630408,0.28,6106.0,0
Kepler-129 b,Kepler-129,2014.0,2.4,15.79,0.13,5770.0,0
Kepler-129 c,Kepler-129,2014.0,2.52,82.2,0.39,5770.0,0
Kepler-130 b,Kepler-130,2014.0,1.02,8.457458,0.079,5884.0,0
Kepler-130 c,Kepler-130,2014.0,2.9,27.50868,0.178,5879.0,0
Kepler-130 d,Kepler-130,2014.0,1.64,87.517905,0.377,5884.0,0
Kepler-132 b,Kepler-132,2014.0,1.21,6.178196,0.067,6003.0,0
Kepler-132 c,Kepler-132,2014.0,1.28,6.414914,0.068,6003.0,0
Kepler-132 d,Kepler-132,2014.0,1.55,18.010199,0.136,6003.0,0
Kepler-133 b,Kepler-133,2014.0,1.76,8.129976,0.083,5736.0,0
Kepler-133 c,Kepler-133,2014.0,2.84,31.517586,0.204,5736.0,0
Kepler-134 b,Kepler-134,2014.0,2.0,5.317429,0.06,5983.0,0
Kepler-134 c,Kepler-134,2014.0,1.26,10.105785,0.092,5983.0,0
Kepler-135 b,Kepler-135,2014.0,1.81,6.00253,0.067,6090.0,0
