pl_name,hostname,disc_year,pl_rade,pl_orbper,pl_orbsmax,st_teff,habitable
TOI-1273 b,TOI-1273,2024.0,11.09689089,4.631296,0.0549,5690.0,0
TOI-1278 b,TOI-1278,2021.0,12.21778896,14.47567,0.095,3799.0,0
TOI-1279 b,TOI-1279,2024.0,2.66146528,9.61419,0.085,5457.0,0
TOI-128.01,TOI-128,2024.0,2.21898,4.9404681,0.05381019,6086.0,0
TOI-1288 b,TOI-1288,2022.0,4.96846551,2.6998279,0.0374,5388.0,0
TOI-1294 b,TOI-1294,2024.0,10.12369881,3.915292,0.051,5718.0,0
TOI-1295 b,TOI-1295,2024.0,15.69257298,3.1968838,0.047,6280.0,0
TOI-1296 b,TOI-1296,2021.0,14.11645916,3.9443736,0.051,5567.0,0
TOI-1298 b,TOI-1298,2021.0,9.65807033,4.537143,0.057,5752.0,0
TOI-1301.01,TOI-1301,2024.0,2.477,6.096407209,0.059866,4820.0,0
TOI-132 b,TOI-132,2020.0,3.42,2.1097019,0.026,5397.0,0
TOI-1333 b,TOI-1333,2021.0,15.647764,4.720219,0.0626,6274.0,0
TOI-1386 b,TOI-1386,2024.0,6.2163865,25.8401,0.173,5735.0,0
TOI-1408 b,TOI-1408,2023.0,25.0,4.42587,0.05778,6117.0,0
TOI-1408 c,TOI-1408,2024.0,2.22,2.1664,0.03587,6117.0,0
TOI-1410.01,TOI-1410,2024.0,3.10083009,1.21687,0.0207,4635.0,0
TOI-1411 b,TOI-1411,2022.0,1.19880592,1.4520527,0.02122,4115.0,0
TOI-1416 b,TOI-1416,2023.0,1.62,1.0697568,0.019,4884.0,0
TOI-1420 b,TOI-1420,2023.0,11.89,6.9561063,0.071,5510.0,0
TOI-1431 b,TOI-1431,2021.0,16.70138124,2.650237,0.046,7690.0,0
TOI-1437 b,TOI-1437,2024.0,2.24,18.840942,0.14,6008.0,0
TOI-1438 b,TOI-1438,2025.0,3.04,5.13967,0.0553,5230.0,0
TOI-1438 c,TOI-1438,2025.0,2.75,9.428089,0.083,5230.0,0
TOI-1439 b,TOI-1439,2024.0,4.2427861,27.644,0.192,5841.0,0
TOI-1442 b,TOI-1442,2022.0,1.17,0.4090677,0.0071,3330.0,0
TOI-1443 b,TOI-1443,2024.0,2.30381001,23.540678,0.147,5224.0,0
TOI-1444 b,TOI-1444,2021.0,1.41792246,0.4702743,0.0116,5460.0,0
TOI-1448 b,TOI-1448,2024.0,2.749,8.112245,0.0567,3412.0,0
TOI-1451 b,TOI-1451,2024.0,2.61143902,16.537944,0.127,5801.0,0
TOI-1452 b,TOI-1452,2022.0,1.672,11.06201,0.061,3185.0,0
TOI-1467 b,TOI-1467,2024.0,1.92,5.97114713,0.050748,3834.0,0
TOI-1468 b,TOI-1468,2022.0,1.401,1.8805201,0.02107,3376.0,0
TOI-1468 c,TOI-1468,2022.0,2.126,15.532477,0.08608,3376.0,0
TOI-1470 b,TOI-1470,2023.0,2.18,2.527093,0.0285,3709.0,0
TOI-1470 c,TOI-1470,2023.0,2.47,18.08816,0.106,3709.0,0
TOI-1472 b,TOI-1472,2024.0,4.058,6.36338574,0.064,5100.0,0
TOI-1472 c,TOI-1472,2025.0,3.334,15.5381747,0.116,5100.0,0
TOI-150.01,TOI-150,2019.0,14.067295,5.857487,0.07037,6255.0,0
TOI-1518 b,TOI-1518,2021.0,21.05046575,1.90261131,0.03712,7299.0,0
TOI-157 b,TOI-157,2020.0,14.414774,2.0845435,0.03138,5404.0,0
TOI-159 b,TOI-159,2026.0,18.18,3.7628396,0.056,7287.0,0
TOI-1601 b,TOI-1601,2021.0,14.19902343,5.33175,0.069,5982.0,0
TOI-163 b,TOI-163,2019.0,16.690201,4.231306,0.058,6495.0,0
TOI-1630.01,TOI-1630,2024.0,2.417,12.055734733,0.101151,5504.0,0
TOI-1634 b,TOI-1634,2021.0,1.759,0.98934551,0.01544,3550.0,0
TOI-1648 b,TOI-1648,2025.0,2.54,7.331602,0.0694,4850.0,0
TOI-1659.01,TOI-1659,2024.0,2.255,5.877556328,0.065757,5977.0,0
TOI-1669 c,TOI-1669,2024.0,2.2963977,2.6800535,0.0376,5497.0,0
TOI-1670 b,TOI-1670,2022.0,2.06,10.98462,0.103,6170.0,0
TOI-1670 c,TOI-1670,2022.0,11.06326395,40.74976,0.249,6170.0,0
TOI-1680 b,TOI-1680,2023.0,1.466,4.8026345,0.03144,3225.0,0
TOI-1683.01,TOI-1683,2024.0,2.6382,3.0575356,0.036507593,4402.0,0
TOI-1685 b,TOI-1685,2021.0,1.421,0.66913923,0.01164,3470.0,0
TOI-169 b,TOI-169,2020.0,12.172974,2.2554477,0.03524,5880.0,0
TOI-1691 b,TOI-1691,2024.0,3.66,16.736888935,0.129365,5759.0,0
TOI-1693 b,TOI-1693,2022.0,1.41,1.7666957,0.0226,3499.0,0
TOI-1694 b,TOI-1694,2023.0,5.3422266,3.770107,0.045,5058.0,0
TOI-1695 b,TOI-1695,2022.0,1.9,3.1342791,0.033548,3690.0,0
TOI-1696 b,TOI-1696,2022.0,3.09,2.500311,0.0229,3185.0,0
TOI-1710 b,TOI-1710,2022.0,5.20315158,24.283377,0.166,5684.0,0
TOI-1716.01,TOI-1716,2024.0,3.143,8.082376554,0.080496,5879.0,0
TOI-172 b,TOI-172,2019.0,10.816685,9.47725,0.0914,5645.0,0
TOI-1723 b,TOI-1723,2024.0,3.435,13.727012643,0.113496,5777.0,0
TOI-1728 b,TOI-1728,2020.0,5.05,3.49151,0.0391,3980.0,0
TOI-1736 b,TOI-1736,2023.0,3.18175535,7.073076,0.073,5636.0,0
TOI-1739 b,TOI-1739,2024.0,1.946,8.303341406,0.073872,4814.0,0
TOI-1742 b,TOI-1742,2024.0,2.36507598,21.269084,0.154,5815.0,0
TOI-1743 b,TOI-1743,2025.0,1.83,4.266046,0.03589,3277.0,0
TOI-1744.01,TOI-1744,2024.0,2.68,22.341702927,0.164086,6179.0,0
TOI-1749 b,TOI-1749,2021.0,1.39,2.38839,0.0291,3985.0,0
TOI-1749 c,TOI-1749,2021.0,2.12,4.4929,0.0443,3985.0,0
TOI-1749 d,TOI-1749,2021.0,2.52,9.0497,0.0707,3985.0,0
TOI-1751 b,TOI-1751,2024.0,2.9507845,37.46852,0.215,5970.0,0
TOI-1752 b,TOI-1752,2026.0,1.693,0.9351861,0.01624,3762.0,0
TOI-1752 c,TOI-1752,2026.0,2.29,32.71443,0.1614,3762.0,0
TOI-1753 b,TOI-1753,2024.0,2.47852533,5.3846104,0.059,5621.0,0
TOI-1758 b,TOI-1758,2024.0,3.62,20.705074685,0.141409,5169.0,0
TOI-1759 b,TOI-1759,2022.0,3.14,18.85019,0.1177,4065.0,0
TOI-1768.01,TOI-1768,2024.0,3.453,7.337703649,0.076381,5994.0,0
TOI-1772.01,TOI-1772,2024.0,2.905,8.054246874,0.078375,5583.0,0
TOI-1775 b,TOI-1775,2024.0,8.04728896,10.2405549,0.08,5284.0,0
TOI-1776 b,TOI-1776,2024.0,1.21612741,2.799868,0.0378,5785.0,0
TOI-1777.01,TOI-1777,2024.0,2.246,14.650111974,0.119466,5859.0,0
TOI-1782.01,TOI-1782,2024.0,2.368,4.987641028,0.05024,4336.0,0
TOI-1782.02,TOI-1782,2024.0,1.839,1.829024227,0.025739,4336.0,0
TOI-1789 b,TOI-1789,2021.0,16.14093221,3.208664,0.04882,5991.0,0
TOI-1794 b,TOI-1794,2024.0,3.29701268,8.765528,0.082,5631.0,0
TOI-1798.01,TOI-1798,2024.0,2.448,8.021522331,0.074984,5165.0,0
TOI-1798.02,TOI-1798,2024.0,1.464,0.437811822,0.010789,5165.0,0
TOI-1799 b,TOI-1799,2024.0,1.642,7.094570865,0.072502,5690.0,0
TOI-1803 b,TOI-1803,2025.0,2.99,6.293287,0.06,4687.0,0
TOI-1803 c,TOI-1803,2025.0,4.29,12.885779,0.097,4687.0,0
TOI-1806.01,TOI-1806,2024.0,3.4095367,15.1454693,0.087735044,3272.0,0
TOI-1807 b,TOI-1807,2021.0,1.49681583,0.54937097,0.0122,4914.0,0
TOI-181 b,TOI-181,2023.0,6.9559,4.532,0.0539,4994.0,0
TOI-1811 b,TOI-1811,2023.0,11.14172682,3.7130765,0.04389,4766.0,0
TOI-1820 b,TOI-1820,2022.0,12.778238,4.860674,0.061,5734.0,0
TOI-1823 b,TOI-1823,2024.0,7.5406241,38.8,0.212,4927.0,0
TOI-1824 b,TOI-1824,2024.0,2.7438269,22.808533,0.151,5165.0,0
TOI-1836 b,TOI-1836,2024.0,8.00321222,20.380799,0.1597,6380.0,0
TOI-1836 c,TOI-1836,2024.0,2.59987579,1.7727471,0.03089,6237.0,0
TOI-1842 b,TOI-1842,2021.0,12.3485023,9.5739181,0.1,6039.0,0
TOI-1846 b,TOI-1846,2025.0,1.792,3.9306737,0.03646,3568.0,0
TOI-1853 b,TOI-1853,2023.0,3.46,1.2436258,0.0213,4985.0,0
TOI-1855 b,TOI-1855,2024.0,18.49481816,1.36414864,0.02398,5359.0,0
TOI-1859 b,TOI-1859,2023.0,9.75181321,63.48347,0.337,6341.0,0
TOI-1860 b,TOI-1860,2022.0,1.31,1.0662107,0.0204,5752.0,0
TOI-1883 b,TOI-1883,2024.0,5.65,4.50638,0.0468,3477.0,0
TOI-1898 b,TOI-1898,2024.0,9.39553231,45.52234,0.269,6241.0,0
TOI-1899 b,TOI-1899,2020.0,11.09689089,29.090312,0.1525,3926.0,0
TOI-1937 A b,TOI-1937 A,2023.0,13.97759893,0.94667944,0.01932,5814.0,0
TOI-198 b,TOI-198,2023.0,1.36,10.215213,0.0675,3801.0,0
TOI-199 b,TOI-199,2023.0,9.07927437,104.854,0.4254,5255.0,0
TOI-1994 b,TOI-1994,2024.0,13.67495645,4.0337142,0.0613,7700.0,0
TOI-2000 b,TOI-2000,2023.0,2.7,3.09833,0.04271,5611.0,0
TOI-2000 c,TOI-2000,2023.0,8.14,9.127055,0.0878,5611.0,0
TOI-2005 b,TOI-2005,2025.0,11.99360935,17.305904,0.16,7130.0,0
TOI-201 b,TOI-201,2021.0,11.4,52.9786,0.303,6423.0,0
TOI-201 c,TOI-201,2025.0,10.4,2890.0,4.37,6423.0,0
TOI-201 d,TOI-201,2026.0,1.39,5.84889,0.0698,6423.0,0
TOI-2010 b,TOI-2010,2023.0,11.81426566,141.834025,0.5516,5929.0,0
TOI-2015 b,TOI-2015,2023.0,3.309,3.348237,0.029322,3297.0,0
TOI-2019 b,TOI-2019,2024.0,5.33275337,15.3444,0.128,5626.0,0
TOI-2025 b,TOI-2025,2022.0,11.89272852,8.8720982,0.0892,5977.0,0
TOI-2031 A b,TOI-2031 A,2025.0,14.20177855,5.71548654,0.066,6490.0,0
TOI-206 b,TOI-206,2022.0,1.3,0.7363104,0.0112,3383.0,0
TOI-2068 b,TOI-2068,2024.0,1.821,7.768915,0.0632,3710.0,0
TOI-2081 b,TOI-2081,2022.0,2.04,10.50534,0.0752,3800.0,0
TOI-2084 b,TOI-2084,2023.0,2.47,6.0784247,0.05006,3551.0,0
TOI-2088 b,TOI-2088,2024.0,3.6831179,124.72997,0.472,5081.0,0
TOI-2093 c,TOI-2093,2025.0,2.3,53.81149,0.257,4426.0,0
TOI-2094 b,TOI-2094,2026.0,1.9,18.793193,0.136,3435.0,0
TOI-2095 b,TOI-2095,2023.0,1.25,17.66484,0.101,3759.0,0
TOI-2095 c,TOI-2095,2023.0,1.33,28.17232,0.137,3759.0,0
TOI-2096 b,TOI-2096,2023.0,1.243,3.1190633,0.025,3300.0,0
TOI-2096 c,TOI-2096,2023.0,1.914,6.38784,0.04,3300.0,0
TOI-2107 b,TOI-2107,2024.0,13.57407563,2.4545467,0.03515,5627.0,0
TOI-2109 b,TOI-2109,2021.0,15.098497,0.67247414,0.01791,6540.0,0
TOI-2120 b,TOI-2120,2024.0,2.122,5.7998164,0.0377,3131.0,0
TOI-2128 b,TOI-2128,2024.0,2.08874836,16.34136,0.127,5968.0,0
TOI-2133 b,TOI-2133,2026.0,2.37,3.8266472,0.041,4250.0,0
TOI-2134 b,TOI-2134,2023.0,2.69,9.2292005,0.078,4580.0,0
TOI-2134 c,TOI-2134,2023.0,7.27,95.5,0.371,4580.0,0
TOI-2136 b,TOI-2136,2022.0,2.19,7.851928,0.057,3342.0,0
TOI-2141 b,TOI-2141,2023.0,3.147,18.261608,0.1322,5635.0,0
TOI-2145 b,TOI-2145,2023.0,12.24020692,10.261128,0.1117,6206.0,0
TOI-2152 A b,TOI-2152,2023.0,14.35870428,3.3773512,0.05064,6630.0,0
TOI-2154 b,TOI-2154,2023.0,16.28664896,3.8240801,0.0513,6280.0,0
TOI-2158 b,TOI-2158,2022.0,10.76062147,8.60077,0.075,5673.0,0
TOI-2169 A b,TOI-2169 A,2025.0,12.50922246,8.2148282,0.0896,6270.0,0
TOI-2180 b,TOI-2180,2022.0,11.32107051,260.79,0.828,5695.0,0
TOI-2193 A b,TOI-2193 A,2022.0,19.83989584,2.1225735,0.03319,5966.0,0
TOI-2196 b,TOI-2196,2022.0,3.51,1.1947268,0.02234,5634.0,0
TOI-220 b,TOI-220,2021.0,3.03,10.695264,0.08911,5298.0,0
TOI-2207 b,TOI-2207,2022.0,11.1529358,8.001968,0.0854,6101.0,0
TOI-2211.01,TOI-2211,2024.0,1.561,3.092686757,0.04011,5253.0,0
TOI-2236 b,TOI-2236,2022.0,14.36991326,3.5315902,0.05009,6248.0,0
TOI-2257 b,TOI-2257,2021.0,2.194,35.189346,0.145,3430.0,0
TOI-2260 b,TOI-2260,2022.0,1.62,0.3524728,0.0097,5534.0,0
TOI-2266 b,TOI-2266,2024.0,1.54,2.326318,0.02,3200.0,0
TOI-2267 b,TOI-2267 A,2025.0,1.0,2.28909,0.0205,3030.0,0
TOI-2267 c,TOI-2267 A,2025.0,1.14,3.4950412,0.0263,3030.0,0
TOI-2274 b,TOI-2274,2024.0,2.45,2.67963,0.05,3943.0,0
TOI-2295 b,TOI-2295,2024.0,16.47720163,30.033302,0.1992,5730.0,0
TOI-2322 b,TOI-2322,2025.0,0.994,11.30717,0.0924,4664.0,0
TOI-2322 c,TOI-2322,2025.0,1.874,20.225528,0.1362,4664.0,0
TOI-2328 b,TOI-2328,2025.0,9.97599282,17.10197,0.127,5525.0,0
TOI-2338 b,TOI-2338,2023.0,11.2089807,22.65398,0.158,5581.0,0
TOI-2345 b,TOI-2345,2025.0,1.504,1.0528573,0.01705,4687.0,0
TOI-2345 c,TOI-2345,2025.0,2.451,21.064302,0.1257,4687.0,0
TOI-2346 b,TOI-2346,2025.0,16.11851425,3.3312029,0.0473,6480.0,0
TOI-2364 b,TOI-2364,2023.0,8.60849718,4.0197517,0.04871,5306.0,0
TOI-2368 b,TOI-2368,2024.0,10.83908434,5.1750073,0.05649,5360.0,0
TOI-237 b,TOI-237,2020.0,1.44,5.436098,0.0341,3212.0,0
TOI-237 c,TOI-237,2026.0,1.206,1.74486147,0.016,3226.0,0
TOI-2373 b,TOI-2373,2023.0,10.42435205,13.33668,0.112,5651.0,0
TOI-2374 b,TOI-2374,2024.0,7.48759911,4.3136193,0.04818,5002.0,0
TOI-2379 b,TOI-2379,2024.0,11.72459381,5.4693827,0.05263,3707.0,0
TOI-238 b,TOI-238,2024.0,1.559,1.273099,0.0212,5059.0,0
TOI-238 c,TOI-238,2024.0,2.18,8.465651,0.0749,5059.0,0
TOI-2382 b,TOI-2382,2025.0,12.25141591,4.6612061,0.059,6033.0,0
TOI-2384 b,TOI-2384,2024.0,11.48920522,2.13570304,0.02793,3943.0,0
TOI-2406 b,TOI-2406,2021.0,2.86,3.0766891,0.02267,3100.0,0
TOI-2407 b,TOI-2407,2025.0,4.26,2.702969,0.033,3530.0,0
TOI-2411 b,TOI-2411,2022.0,1.68,0.7826942,0.0144,4099.0,0
TOI-2416 b,TOI-2416,2023.0,9.86390302,8.275479,0.0831,5808.0,0
TOI-2421 b,TOI-2421,2022.0,10.36830715,4.3474032,0.0543,5607.0,0
TOI-2427 b,TOI-2427,2022.0,1.8,1.3060011,0.0202,4072.0,0
TOI-244 b,TOI-244,2023.0,1.52,7.397225,0.0559,3433.0,0
TOI-2443 b,TOI-2443,2023.0,2.363,15.66858,0.105,4375.0,0
TOI-2445 b,TOI-2445,2022.0,1.25,0.3711281,0.0064,3333.0,0
TOI-2447 b,TOI-2447,2024.0,9.60609646,69.33684,0.347,5730.0,0
TOI-2449 b,TOI-2449,2025.0,11.24,106.14468,0.45,6021.0,0
TOI-2458 b,TOI-2458,2024.0,2.83,3.73659,0.0482,6005.0,0
TOI-2497 b,TOI-2497,2023.0,11.14172682,10.655669,0.1166,7360.0,0
TOI-2498 b,TOI-2498,2023.0,6.06,3.738252,0.0491,5905.0,0
TOI-251 b,TOI-251,2021.0,2.74,4.93777,0.05741,5875.0,0
TOI-2524 b,TOI-2524,2023.0,11.2089807,7.18585,0.073,5831.0,0
TOI-2525 b,TOI-2525,2023.0,8.67575106,23.2856,0.1511,5096.0,0
TOI-2525 c,TOI-2525,2023.0,10.13291855,49.2519,0.249,5096.0,0
TOI-2529 b,TOI-2529,2024.0,11.54525012,64.5949,0.327,5802.0,0
TOI-2537 b,TOI-2537,2024.0,11.25381662,94.1022,0.3715,4870.0,0
TOI-2567 b,TOI-2567,2022.0,10.92875618,5.983944,0.0672,5611.0,0
TOI-257 b,TOI-257,2021.0,7.16253867,18.38818,0.1528,6095.0,0
TOI-2570 b,TOI-2570,2022.0,13.64132951,2.9887615,0.04145,5771.0,0
TOI-2580 b,TOI-2580,2024.0,17.37392009,3.39775,0.048,6120.0,0
TOI-2583 A b,TOI-2583 A,2023.0,14.4595851,4.5207265,0.0571,5936.0,0
TOI-2587 A b,TOI-2587 A,2023.0,12.07207221,5.45664,0.0635,5760.0,0
TOI-2589 b,TOI-2589,2023.0,12.10569916,61.6277,0.3,5579.0,0
TOI-260 b,TOI-260,2024.0,1.71,13.475853,0.0943,4026.0,0
TOI-261.01,TOI-261,2021.0,3.0449863,3.3639254,0.034792189,5890.3,0
TOI-262 b,TOI-262,2023.0,2.07,11.14529,0.163,5310.0,0
TOI-2641 b,TOI-2641,2023.0,18.10250383,4.880974,0.0607,6100.0,0
TOI-269 b,TOI-269,2021.0,2.77,3.6977104,0.0345,3514.0,0
TOI-2714 b,TOI-2714,2024.0,13.72,2.499387,0.036,5665.0,0
TOI-2768 b,TOI-2768,2024.0,2.63,1.50801,0.027,4008.0,0
TOI-277 b,TOI-277,2022.0,2.65,3.994,0.0269,4031.0,0
TOI-2796 b,TOI-2796,2023.0,17.26183028,4.8084983,0.0569,5764.0,0
TOI-2803 A b,TOI-2803 A,2023.0,18.11371281,1.96229325,0.03185,6280.0,0
TOI-2818 b,TOI-2818,2023.0,15.27784069,4.039709,0.0493,5721.0,0
TOI-283 b,TOI-283,2025.0,2.34,17.61745,0.123,5213.0,0
TOI-2842 b,TOI-2842,2023.0,12.84549188,3.5514058,0.0475,5910.0,0
TOI-286 b,TOI-286,2024.0,1.42,4.5117244,0.0503,5152.0,0
TOI-286 c,TOI-286,2024.0,1.88,39.361826,0.213,5152.0,0
TOI-2876 b,TOI-2876,2025.0,9.6397234,6.2996431,0.0654,5271.0,0
TOI-2886 b,TOI-2886,2025.0,18.6405349,1.60200105,0.02871,6240.0,0
TOI-2969 b,TOI-2969,2025.0,12.32987877,1.8237146,0.0261,4738.0,0
TOI-2977 b,TOI-2977,2023.0,13.15934334,2.3505614,0.03386,5691.0,0
TOI-2981 b,TOI-2981,2024.0,13.4,3.601501,0.048,5940.0,0
TOI-2986 b,TOI-2986,2025.0,9.292245,3.2783662,0.04489,5906.0,0
TOI-2989 b,TOI-2989,2025.0,12.55405838,3.122832,0.0384,4672.0,0
TOI-2992 b,TOI-2992,2025.0,13.75341932,3.007812,0.0434,6000.0,0
TOI-3023 b,TOI-3023,2023.0,16.43236571,3.9014971,0.0505,5760.0,0
TOI-3071 b,TOI-3071,2024.0,7.16,1.266938,0.0249,6177.0,0
TOI-3135 b,TOI-3135,2025.0,13.65253849,3.7065585,0.04756,5890.0,0
TOI-3160 A b,TOI-3160 A,2025.0,13.7646283,3.971281,0.0505,6190.0,0
TOI-3235 b,TOI-3235,2023.0,11.39953337,2.59261842,0.02709,3388.8,0
TOI-3261 b,TOI-3261,2024.0,3.82,0.8831331,0.01714,5068.0,0
TOI-3288 b,TOI-3288,2025.0,12.24020692,1.4338647,0.02285,4072.0,0
TOI-329 b,TOI-329,2024.0,4.94057819,5.70439,0.0638,5614.0,0
TOI-332 b,TOI-332,2023.0,3.2,0.777038,0.0159,5251.0,0
TOI-3321 b,TOI-3321,2024.0,15.55806521,3.6525145,0.047,5850.0,0
TOI-333 b,TOI-333,2025.0,4.26,3.7852503,0.049,6241.0,0
TOI-3331 A b,TOI-3331 A,2022.0,12.97999965,2.0180231,0.03144,5609.0,0
TOI-3353.01,TOI-3353,2024.0,2.6667555,4.6657965,0.060118218,6365.0,0
TOI-3362 b,TOI-3362,2021.0,12.80065596,18.09547,0.153,6532.0,0
TOI-3364 b,TOI-3364,2023.0,12.22899794,5.8768918,0.0675,5706.0,0
TOI-3457 b,TOI-3457,2026.0,10.64,32.600268,0.2001,6300.0,0
TOI-3464 b,TOI-3464,2025.0,13.7646283,3.6515568,0.0515,6370.0,0
TOI-3474 b,TOI-3474,2025.0,14.67255574,3.8795105,0.0502,6020.0,0
TOI-3486 b,TOI-3486,2025.0,10.5700688,2.21778105,0.03138,4930.0,0
TOI-3523 A b,TOI-3523 A,2025.0,15.9727975,2.30458952,0.03559,6450.0,0
TOI-3540 A b,TOI-3540 A,2022.0,23.53885947,3.119999,0.04289,5810.0,0
TOI-3568 b,TOI-3568,2024.0,5.3,4.417965,0.0485,4969.0,0
TOI-3593 b,TOI-3593,2025.0,11.02963701,3.8212867,0.0481,5550.0,0
TOI-3629 b,TOI-3629,2022.0,8.29464572,3.936551,0.043,3870.0,0
TOI-3682 b,TOI-3682,2025.0,12.80065596,3.3462406,0.048,5703.0,0
TOI-3688 A b,TOI-3688 A,2023.0,13.08088048,3.246075,0.0456,5950.0,0
TOI-3693 b,TOI-3693,2022.0,12.59889431,9.088516,0.0813,5321.0,0
TOI-3714 b,TOI-3714,2022.0,11.32107051,2.154849,0.027,3660.0,0
TOI-375 b,TOI-375,2026.0,10.77183045,9.45469,0.099,5259.9,0
TOI-3757 b,TOI-3757,2022.0,12.0,3.438753,0.03845,3913.0,0
TOI-3785 b,TOI-3785,2023.0,5.14,4.6747373,0.043,3576.0,0
TOI-3807 b,TOI-3807,2023.0,18.49481816,2.8989727,0.0421,5772.0,0
TOI-3819 b,TOI-3819,2023.0,13.13692538,3.2443141,0.04611,5859.0,0
TOI-3837 b,TOI-3837,2025.0,10.87271128,11.88865,0.099,5905.0,0
TOI-3856 b,TOI-3856,2025.0,13.59649359,2.04360352,0.0325,5622.0,0
TOI-3862 b,TOI-3862,2026.0,5.53,1.55745774,0.02539,5300.0,0
TOI-3877 b,TOI-3877,2025.0,11.67975789,4.123596,0.0529,5731.0,0
TOI-3884 b,TOI-3884,2022.0,6.43,4.5445828,0.0361,3180.0,0
TOI-3894 b,TOI-3894,2024.0,15.27784069,4.33454,0.05354,6000.0,0
TOI-3912 b,TOI-3912,2023.0,14.28024141,3.4936264,0.0463,5725.0,0
TOI-3919 b,TOI-3919,2024.0,12.31866979,7.433234,0.0795,6100.0,0
TOI-3976 A b,TOI-3976 A,2023.0,12.27383387,6.607662,0.0743,5975.0,0
TOI-3980 b,TOI-3980,2025.0,14.4595851,3.6089254,0.0494,5840.0,0
TOI-3984 A b,TOI-3984 A,2023.0,7.9,4.353326,0.041,3476.0,0
TOI-4010 b,TOI-4010,2023.0,3.02,1.348335,0.0229,4960.0,0
TOI-4010 c,TOI-4010,2023.0,5.93,5.414654,0.058,4960.0,0
TOI-4010 d,TOI-4010,2023.0,6.18,14.70886,0.113,4960.0,0
TOI-406 c,TOI-406,2024.0,1.32,3.307441,0.0322,3392.0,0
TOI-406.01,TOI-406,2024.0,2.08,13.175682,0.0809,3392.0,0
TOI-4087 b,TOI-4087,2023.0,13.04725353,3.1774835,0.04469,6060.0,0
TOI-411 b,HD 22946,2022.0,1.362,4.040295,0.05727,6169.0,0
TOI-411 c,HD 22946,2022.0,2.328,9.573083,0.1017,6169.0,0
TOI-4127 b,TOI-4127,2023.0,12.07,56.3987,0.303,6096.0,0
TOI-4137 b,TOI-4137,2022.0,13.57407563,3.8016122,0.05222,6202.0,0
TOI-4145 A b,TOI-4145 A,2023.0,13.30506009,4.0664428,0.04823,5281.0,0
TOI-4153 b,TOI-4153,2024.0,16.11851425,4.6174141,0.06311,6860.0,0
TOI-4184 b,TOI-4184,2023.0,2.43,4.9019804,0.0336,3238.0,0
TOI-4201 b,TOI-4201,2023.0,13.67495645,3.5819194,0.04,3794.0,0
TOI-421 b,TOI-421,2020.0,2.64,5.197576,0.0554,5291.0,0
TOI-421 c,TOI-421,2020.0,5.09,16.067541,0.117,5291.0,0
TOI-4214 b,TOI-4214,2025.0,10.68215861,3.4913885,0.05018,6370.0,0
TOI-431 b,TOI-431,2021.0,1.28,0.490047,0.0113,4850.0,0
TOI-431 d,TOI-431,2021.0,3.29,12.46103,0.098,4850.0,0
TOI-4311 b,TOI-4311,2026.0,1.376,0.9902738,0.01817,5063.0,0
TOI-4311 c,TOI-4311,2026.0,2.47,15.070425,0.1116,5063.0,0
TOI-4336 A b,TOI-4336 A,2024.0,2.137,16.336351,0.0849,3307.0,0
TOI-4336 A c,TOI-4336 A,2026.0,1.251,7.587266,0.05092,3307.0,0
TOI-4342 b,TOI-4342,2023.0,2.329,5.5382592,0.0519,3866.0,0
TOI-4342 c,TOI-4342,2023.0,2.349,10.688662,0.0804,3866.0,0
TOI-4364 b,TOI-4364,2025.0,2.01,5.424019,0.04753,3528.0,0
TOI-4377 b,TOI-4377,2023.0,15.10970598,4.378081,0.0579,4974.0,0
TOI-4406 b,TOI-4406,2023.0,11.2089807,30.08364,0.201,6219.0,0
TOI-4438 b,TOI-4438,2024.0,2.52,7.44628,0.0534,3422.0,0
TOI-444 b,TOI-444,2023.0,2.77,17.9636,0.133,5225.0,0
TOI-4443.01,TOI-4443,2024.0,1.7193265,1.8498567,0.029962645,5834.0,0
TOI-4463 A b,TOI-4463 A,2023.0,13.26022417,2.8807198,0.04036,5640.0,0
TOI-4465 b,TOI-4465,2025.0,14.01122587,101.94054,0.416,5545.0,0
TOI-4479 b,TOI-4479,2022.0,2.82,1.1589,0.0164,3400.0,0
TOI-4487 A b,TOI-4487 A,2025.0,14.60530185,3.9540709,0.05448,6206.0,0
TOI-4495 b,TOI-4495,2026.0,2.483,2.56699,0.03957,6210.0,0
TOI-4495 c,TOI-4495,2024.0,4.03,5.18553,0.06323,6210.0,0
TOI-4504 b,TOI-4504,2024.0,2.691,2.42614,0.03392,5315.0,0
TOI-4504 c,TOI-4504,2024.0,11.09689089,82.97213,0.3569,5315.0,0
TOI-4507 b,TOI-4507,2025.0,8.2,104.61611,0.456,6260.0,0
TOI-451 b,TOI-451,2020.0,1.84,1.8587033,0.0274,5490.0,0
TOI-451 c,TOI-451,2020.0,2.93,9.192463,0.0795,5490.0,0
TOI-451 d,TOI-451,2020.0,3.93,16.364962,0.1168,5490.0,0
TOI-4515 b,TOI-4515,2024.0,12.17,15.266446,0.118,5433.0,0
TOI-4527.01,TOI-4527,2024.0,0.9086617,0.3994445,0.008332353,3702.0,0
TOI-4551 b,TOI-4551,2023.0,11.85910158,9.95581,0.0994,4896.0,0
TOI-4552 b,TOI-4552,2026.0,1.11,0.30110032,0.0056255,3258.0,0
TOI-4559 b,TOI-4559,2024.0,1.415,3.965991,0.0359,3558.0,0
